epoch, ELBO, lpy, lpg,MSETest0,MAETest0,MAPETest0,R2Test0,MSETrain0,MAETrain0,MAPETrain0,R2Train0,tau0,ls0,amp0,MSETest1,MAETest1,MAPETest1,R2Test1,MSETrain1,MAETrain1,MAPETrain1,R2Train1,tau1,ls1,amp1,
100, -9.027263e+00, -9.027263e+00, 0.000000e+00,1.095181e+06,7.512443e+02,3.495315e+01,8.198955e-01,4.633613e+05,4.946777e+02,2.199217e+01,9.325468e-01,7.939193e-01,-8.272081e-01,3.110174e-01,6.063262e+01,4.864845e+00,8.184801e+00,-5.043098e-01,1.671716e+01,2.288009e+00,3.655437e+00,5.286027e-01,6.693486e-01,-1.090090e+00,3.423491e-01,
110, -3.130565e+02, -3.130565e+02, 0.000000e+00,1.079381e+06,7.345666e+02,3.294154e+01,8.224939e-01,2.929788e+05,3.952010e+02,1.680059e+01,9.573500e-01,9.659921e-01,-9.086810e-01,3.797193e-01,6.504816e+01,5.102754e+00,8.545753e+00,-6.138605e-01,1.578842e+01,2.241049e+00,3.558823e+00,5.547917e-01,7.472079e-01,-1.241691e+00,3.796836e-01,
120, -4.994954e+02, -4.994954e+02, 0.000000e+00,1.089883e+06,7.387096e+02,3.397334e+01,8.207668e-01,3.990754e+05,4.582706e+02,1.893659e+01,9.419052e-01,1.128265e+00,-9.711570e-01,4.096236e-01,6.882466e+01,5.294650e+00,8.784765e+00,-7.075563e-01,1.398782e+01,2.104326e+00,3.346915e+00,6.055658e-01,7.720283e-01,-1.383925e+00,3.529870e-01,
130, -1.039837e+03, -1.039837e+03, 0.000000e+00,1.089193e+06,7.294634e+02,3.341202e+01,8.208802e-01,2.342132e+05,3.522020e+02,1.409061e+01,9.659048e-01,1.280417e+00,-1.015121e+00,4.053522e-01,5.544971e+01,4.557997e+00,7.666044e+00,-3.757206e-01,9.601228e+00,1.660001e+00,2.657037e+00,7.292607e-01,8.813976e-01,-1.562164e+00,5.078425e-01,
140, -1.337583e+03, -1.337583e+03, 0.000000e+00,1.102630e+06,7.368354e+02,3.437240e+01,8.186705e-01,3.127955e+05,4.030966e+02,1.640420e+01,9.544652e-01,1.424861e+00,-1.049500e+00,3.813557e-01,5.432208e+01,4.297207e+00,7.439581e+00,-3.477440e-01,7.590295e+00,1.466023e+00,2.330782e+00,7.859658e-01,1.101702e+00,-1.721891e+00,5.888654e-01,
150, -1.678463e+03, -1.678463e+03, 0.000000e+00,1.077631e+06,7.247256e+02,3.323571e+01,8.227816e-01,2.155693e+05,3.391419e+02,1.355856e+01,9.686188e-01,1.562155e+00,-1.080735e+00,3.500363e-01,5.480157e+01,4.171313e+00,7.284704e+00,-3.596401e-01,6.833221e+00,1.383634e+00,2.197672e+00,8.073141e-01,1.309747e+00,-1.823615e+00,4.655995e-01,
160, -1.917068e+03, -1.917068e+03, 0.000000e+00,1.062256e+06,7.183673e+02,3.256166e+01,8.253100e-01,2.121521e+05,3.359834e+02,1.334077e+01,9.691163e-01,1.693368e+00,-1.111493e+00,3.168071e-01,5.249924e+01,4.152725e+00,7.155735e+00,-3.025188e-01,6.006783e+00,1.295368e+00,2.051194e+00,8.306183e-01,1.465996e+00,-1.923452e+00,3.032358e-01,
170, -2.103852e+03, -2.103852e+03, 0.000000e+00,1.059612e+06,7.172883e+02,3.252456e+01,8.257448e-01,2.489608e+05,3.606708e+02,1.421360e+01,9.637579e-01,1.819395e+00,-1.141068e+00,2.810309e-01,5.191747e+01,4.256749e+00,7.291866e+00,-2.880850e-01,5.105662e+00,1.226366e+00,1.923791e+00,8.560285e-01,1.582628e+00,-2.027029e+00,1.472486e-01,
180, -2.285331e+03, -2.285331e+03, 0.000000e+00,1.020287e+06,7.043623e+02,3.075470e+01,8.322120e-01,2.655950e+05,3.735294e+02,1.449542e+01,9.613364e-01,1.940638e+00,-1.168665e+00,2.416369e-01,5.109810e+01,4.020851e+00,6.965996e+00,-2.677561e-01,4.412714e+00,1.155990e+00,1.797833e+00,8.755685e-01,1.691245e+00,-2.134800e+00,2.575789e-02,
190, -2.467869e+03, -2.467869e+03, 0.000000e+00,1.026946e+06,7.044882e+02,3.099699e+01,8.311169e-01,2.614679e+05,3.666118e+02,1.420336e+01,9.619372e-01,2.057409e+00,-1.195762e+00,2.004684e-01,3.778651e+01,3.434681e+00,5.780040e+00,6.250762e-02,3.899061e+00,1.096204e+00,1.693609e+00,8.900527e-01,1.799069e+00,-2.209492e+00,-5.801996e-02,
200, -2.640269e+03, -2.640269e+03, 0.000000e+00,9.907235e+05,6.914739e+02,2.933777e+01,8.370737e-01,2.359558e+05,3.509189e+02,1.329590e+01,9.656511e-01,2.170022e+00,-1.224945e+00,1.604934e-01,3.549009e+01,3.184768e+00,5.638192e+00,1.194824e-01,3.620527e+00,1.060096e+00,1.634734e+00,8.979069e-01,1.898654e+00,-2.246949e+00,-8.898675e-02,
210, -2.811395e+03, -2.811395e+03, 0.000000e+00,9.894837e+05,6.878665e+02,2.907603e+01,8.372776e-01,2.107685e+05,3.296551e+02,1.221026e+01,9.693177e-01,2.278680e+00,-1.257845e+00,1.230456e-01,4.314588e+01,3.546115e+00,6.246020e+00,-7.045956e-02,3.418914e+00,1.039459e+00,1.599244e+00,9.035921e-01,1.976715e+00,-2.275275e+00,-5.943724e-02,
220, -3.011073e+03, -3.011073e+03, 0.000000e+00,9.658878e+05,6.765003e+02,2.771473e+01,8.411580e-01,1.813124e+05,3.053750e+02,1.102665e+01,9.736057e-01,2.383662e+00,-1.294982e+00,8.879935e-02,3.678527e+01,3.373209e+00,5.868520e+00,8.734851e-02,3.165542e+00,1.007921e+00,1.541804e+00,9.107368e-01,2.034282e+00,-2.313296e+00,1.071953e-02,
230, -3.164474e+03, -3.164474e+03, 0.000000e+00,9.585903e+05,6.708380e+02,2.744427e+01,8.423581e-01,1.623268e+05,2.890124e+02,1.016653e+01,9.763695e-01,2.485299e+00,-1.333771e+00,5.766401e-02,4.274909e+01,3.468385e+00,6.109736e+00,-6.061527e-02,3.109814e+00,1.003523e+00,1.531426e+00,9.123082e-01,2.082279e+00,-2.346309e+00,7.218482e-02,
240, -3.275923e+03, -3.275923e+03, 0.000000e+00,9.455934e+05,6.656162e+02,2.712566e+01,8.444955e-01,1.542703e+05,2.800115e+02,9.777138e+00,9.775423e-01,2.583793e+00,-1.368193e+00,2.858291e-02,4.613213e+01,3.592983e+00,6.321471e+00,-1.445492e-01,2.983129e+00,9.881099e-01,1.506428e+00,9.158805e-01,2.113262e+00,-2.386919e+00,1.089772e-01,
250, -3.400676e+03, -3.400676e+03, 0.000000e+00,9.350081e+05,6.617463e+02,2.710500e+01,8.462362e-01,1.530351e+05,2.788018e+02,9.730601e+00,9.777221e-01,2.679041e+00,-1.395274e+00,3.006843e-03,2.376749e+01,2.747776e+00,4.635466e+00,4.103229e-01,2.918221e+00,9.717696e-01,1.480459e+00,9.177108e-01,2.136488e+00,-2.423511e+00,1.092821e-01,
260, -3.472488e+03, -3.472488e+03, 0.000000e+00,9.229326e+05,6.587629e+02,2.692802e+01,8.482221e-01,1.553097e+05,2.800913e+02,9.772904e+00,9.773910e-01,2.770511e+00,-1.412951e+00,-2.121289e-02,3.387940e+01,3.163040e+00,5.401994e+00,1.594439e-01,2.939907e+00,9.778701e-01,1.490705e+00,9.170993e-01,2.155252e+00,-2.436793e+00,9.011148e-02,
270, -3.531413e+03, -3.531413e+03, 0.000000e+00,9.132699e+05,6.552047e+02,2.698554e+01,8.498111e-01,1.649505e+05,2.902590e+02,1.016195e+01,9.759876e-01,2.857765e+00,-1.422157e+00,-4.582315e-02,2.430975e+01,2.808816e+00,4.629221e+00,3.968693e-01,2.946872e+00,9.872567e-01,1.501212e+00,9.169029e-01,2.161242e+00,-2.445204e+00,7.109978e-02,
280, -3.491566e+03, -3.491566e+03, 0.000000e+00,9.005313e+05,6.549676e+02,2.648806e+01,8.519060e-01,1.884899e+05,3.070885e+02,1.081042e+01,9.725609e-01,2.940821e+00,-1.426187e+00,-6.986274e-02,4.252781e+01,3.400669e+00,6.071979e+00,-5.512533e-02,2.906112e+00,9.848419e-01,1.496795e+00,9.180523e-01,2.165652e+00,-2.465233e+00,8.840143e-02,
290, -3.532290e+03, -3.532290e+03, 0.000000e+00,8.921765e+05,6.487748e+02,2.667390e+01,8.532799e-01,1.947141e+05,3.139676e+02,1.106852e+01,9.716548e-01,3.018779e+00,-1.427996e+00,-9.183230e-02,3.113959e+01,3.010271e+00,5.215627e+00,2.274193e-01,2.812805e+00,9.711814e-01,1.473187e+00,9.206834e-01,2.174271e+00,-2.497849e+00,1.179930e-01,
300, -3.632992e+03, -3.632992e+03, 0.000000e+00,8.806642e+05,6.474326e+02,2.607624e+01,8.551732e-01,1.817877e+05,3.014599e+02,1.057554e+01,9.735365e-01,3.092272e+00,-1.428815e+00,-1.119880e-01,3.483986e+01,3.099187e+00,5.456200e+00,1.356147e-01,2.815266e+00,9.790935e-01,1.485036e+00,9.206140e-01,2.191661e+00,-2.511392e+00,1.110493e-01,
310, -3.771373e+03, -3.771373e+03, 0.000000e+00,8.714837e+05,6.401047e+02,2.610135e+01,8.566829e-01,1.622272e+05,2.875332e+02,9.973742e+00,9.763840e-01,3.160025e+00,-1.429112e+00,-1.310780e-01,3.187464e+01,3.068946e+00,5.311236e+00,2.091825e-01,2.764966e+00,9.757520e-01,1.479060e+00,9.220324e-01,2.205704e+00,-2.529230e+00,1.134636e-01,
320, -3.876435e+03, -3.876435e+03, 0.000000e+00,8.620496e+05,6.371703e+02,2.574639e+01,8.582344e-01,1.485488e+05,2.733895e+02,9.436532e+00,9.783752e-01,3.223486e+00,-1.430457e+00,-1.483865e-01,3.561830e+01,3.141378e+00,5.563102e+00,1.163014e-01,2.709126e+00,9.646539e-01,1.460577e+00,9.236070e-01,2.217479e+00,-2.545414e+00,1.149814e-01,
330, -3.840336e+03, -3.840336e+03, 0.000000e+00,8.543732e+05,6.364737e+02,2.551249e+01,8.594968e-01,1.614097e+05,2.841550e+02,9.846695e+00,9.765030e-01,3.283036e+00,-1.432538e+00,-1.651403e-01,3.101569e+01,3.016849e+00,5.253161e+00,2.304932e-01,2.705493e+00,9.659005e-01,1.461831e+00,9.237094e-01,2.229699e+00,-2.555495e+00,1.133225e-01,
340, -3.810253e+03, -3.810253e+03, 0.000000e+00,8.464729e+05,6.298296e+02,2.545558e+01,8.607960e-01,1.683212e+05,2.925770e+02,1.008180e+01,9.754969e-01,3.337258e+00,-1.435987e+00,-1.801694e-01,3.432567e+01,3.151703e+00,5.571870e+00,1.483719e-01,2.707095e+00,9.638292e-01,1.459690e+00,9.236643e-01,2.236539e+00,-2.561338e+00,1.024620e-01,
350, -3.854150e+03, -3.854150e+03, 0.000000e+00,8.399088e+05,6.306981e+02,2.508085e+01,8.618755e-01,1.636051e+05,2.856310e+02,9.853998e+00,9.761834e-01,3.388932e+00,-1.440428e+00,-1.955545e-01,2.364879e+01,2.575399e+00,4.486786e+00,4.132678e-01,2.616501e+00,9.540698e-01,1.444583e+00,9.262189e-01,2.240041e+00,-2.570713e+00,9.260275e-02,
360, -3.954902e+03, -3.954902e+03, 0.000000e+00,8.309653e+05,6.234776e+02,2.500322e+01,8.633462e-01,1.502663e+05,2.759663e+02,9.409058e+00,9.781252e-01,3.432678e+00,-1.442366e+00,-2.170514e-01,2.341751e+01,2.558805e+00,4.473432e+00,4.190060e-01,2.580058e+00,9.474817e-01,1.434113e+00,9.272465e-01,2.251137e+00,-2.595442e+00,1.069930e-01,
370, -4.018879e+03, -4.018879e+03, 0.000000e+00,8.205353e+05,6.206067e+02,2.462968e+01,8.650615e-01,1.380970e+05,2.638041e+02,8.985536e+00,9.798967e-01,3.474420e+00,-1.448867e+00,-2.378818e-01,2.522163e+01,2.680661e+00,4.692170e+00,3.742452e-01,2.497265e+00,9.331499e-01,1.411688e+00,9.295811e-01,2.269274e+00,-2.616694e+00,1.025567e-01,
380, -3.993823e+03, -3.993823e+03, 0.000000e+00,8.052359e+05,6.141627e+02,2.399881e+01,8.675775e-01,1.388620e+05,2.648653e+02,9.155076e+00,9.797854e-01,3.513942e+00,-1.459447e+00,-2.633659e-01,2.789559e+01,2.807283e+00,4.963868e+00,3.079038e-01,2.495086e+00,9.318430e-01,1.408043e+00,9.296426e-01,2.288553e+00,-2.632696e+00,9.211627e-02,
390, -4.056240e+03, -4.056240e+03, 0.000000e+00,7.971493e+05,6.105708e+02,2.401245e+01,8.689074e-01,1.329072e+05,2.596034e+02,8.886755e+00,9.806522e-01,3.548821e+00,-1.476359e+00,-2.826615e-01,2.579037e+01,2.704857e+00,4.743579e+00,3.601347e-01,2.462965e+00,9.275655e-01,1.401453e+00,9.305483e-01,2.301241e+00,-2.640191e+00,8.394893e-02,
400, -4.054480e+03, -4.054480e+03, 0.000000e+00,7.926477e+05,6.083577e+02,2.409082e+01,8.696476e-01,1.339252e+05,2.632772e+02,9.010971e+00,9.805040e-01,3.587433e+00,-1.496993e+00,-2.928070e-01,2.657316e+01,2.745124e+00,4.818346e+00,3.407135e-01,2.449430e+00,9.272356e-01,1.400700e+00,9.309300e-01,2.308550e+00,-2.640519e+00,8.252829e-02,
410, -4.091764e+03, -4.091764e+03, 0.000000e+00,7.898820e+05,6.071553e+02,2.400666e+01,8.701025e-01,1.301855e+05,2.593668e+02,8.880332e+00,9.810484e-01,3.626375e+00,-1.512978e+00,-3.039628e-01,2.726644e+01,2.788264e+00,4.886630e+00,3.235130e-01,2.449828e+00,9.283540e-01,1.402264e+00,9.309188e-01,2.311623e+00,-2.638360e+00,8.879316e-02,
420, -3.871969e+03, -3.871969e+03, 0.000000e+00,7.921857e+05,6.079366e+02,2.416905e+01,8.697236e-01,1.586125e+05,2.865271e+02,9.959792e+00,9.769102e-01,3.664447e+00,-1.527443e+00,-3.136195e-01,2.759282e+01,2.799191e+00,4.911699e+00,3.154155e-01,2.456559e+00,9.301736e-01,1.404931e+00,9.307290e-01,2.311725e+00,-2.636151e+00,9.681958e-02,
430, -3.906053e+03, -3.906053e+03, 0.000000e+00,7.787119e+05,6.058982e+02,2.363174e+01,8.719394e-01,1.549772e+05,2.783654e+02,9.697115e+00,9.774394e-01,3.683549e+00,-1.533591e+00,-3.292491e-01,2.993753e+01,2.872980e+00,5.099875e+00,2.572426e-01,2.453612e+00,9.304664e-01,1.405202e+00,9.308120e-01,2.310765e+00,-2.634122e+00,1.026220e-01,
440, -4.125691e+03, -4.125691e+03, 0.000000e+00,7.724132e+05,6.011871e+02,2.358523e+01,8.729753e-01,1.288981e+05,2.560431e+02,8.780315e+00,9.812358e-01,3.702553e+00,-1.545177e+00,-3.340270e-01,3.107103e+01,2.902572e+00,5.187183e+00,2.291202e-01,2.457393e+00,9.308220e-01,1.405787e+00,9.307054e-01,2.311035e+00,-2.630445e+00,1.043319e-01,
450, -4.127312e+03, -4.127312e+03, 0.000000e+00,7.696792e+05,5.991019e+02,2.364215e+01,8.734249e-01,1.290869e+05,2.586753e+02,8.886300e+00,9.812084e-01,3.727622e+00,-1.560761e+00,-3.316847e-01,3.167188e+01,2.925468e+00,5.240652e+00,2.142129e-01,2.457899e+00,9.313587e-01,1.406376e+00,9.306912e-01,2.311905e+00,-2.625734e+00,1.080567e-01,
460, -4.152924e+03, -4.152924e+03, 0.000000e+00,7.678120e+05,5.989646e+02,2.352136e+01,8.737319e-01,1.267994e+05,2.541241e+02,8.711054e+00,9.815414e-01,3.755055e+00,-1.575606e+00,-3.305805e-01,3.228437e+01,2.943228e+00,5.289762e+00,1.990169e-01,2.462510e+00,9.323052e-01,1.407617e+00,9.305611e-01,2.312729e+00,-2.619381e+00,1.142136e-01,
470, -4.165889e+03, -4.165889e+03, 0.000000e+00,7.677716e+05,5.984375e+02,2.360608e+01,8.737386e-01,1.258783e+05,2.550747e+02,8.748254e+00,9.816754e-01,3.782020e+00,-1.588333e+00,-3.332216e-01,3.249929e+01,2.955779e+00,5.316924e+00,1.936847e-01,2.464495e+00,9.330235e-01,1.408531e+00,9.305052e-01,2.313416e+00,-2.610883e+00,1.197880e-01,
480, -3.889765e+03, -3.889765e+03, 0.000000e+00,7.690746e+05,6.000639e+02,2.383673e+01,8.735243e-01,1.566784e+05,2.850268e+02,9.909675e+00,9.771918e-01,3.798899e+00,-1.595052e+00,-3.427259e-01,3.301739e+01,2.992077e+00,5.384636e+00,1.808305e-01,2.472669e+00,9.344090e-01,1.410422e+00,9.302747e-01,2.313604e+00,-2.601797e+00,1.242527e-01,
490, -4.102841e+03, -4.102841e+03, 0.000000e+00,7.562531e+05,5.941516e+02,2.347498e+01,8.756328e-01,1.340218e+05,2.642013e+02,9.108239e+00,9.804900e-01,3.798728e+00,-1.599956e+00,-3.512752e-01,3.389197e+01,3.042818e+00,5.484322e+00,1.591321e-01,2.473964e+00,9.353132e-01,1.411491e+00,9.302382e-01,2.312787e+00,-2.594505e+00,1.318121e-01,
